symbol,score,last_close,rsi,sma20,sma50,macd_hist,reasons
IDEA,0.7,8.399999618530273,70.61161267734197,7.219000029563904,7.098200006484985,0.13232418691764308,SMA20 > SMA50; RSI 70.6 high
FIVESTAR,0.7,537.7999877929688,36.14142995871495,542.0725036621094,604.6532019042969,5.094706671975171,
GICRE,0.7,364.04998779296875,44.43525371347509,365.08848876953124,370.38543029785154,0.1868869688608068,
GLAXO,0.7,2741.10009765625,42.11820142662783,2786.084997558594,2891.176005859375,2.164577078970403,
GVT&D,0.7,3068.699951171875,73.09476116478308,2802.25498046875,2692.709638671875,24.582934469987038,SMA20 > SMA50; RSI 73.1 high
CONCORDBIO,0.7,1695.0999755859375,53.490505601664545,1662.1901733398438,1718.8667260742188,6.330407951499772,
TATAELXSI,0.7,5722.5,53.7617715997418,5551.8,5802.18,42.31882366058693,
BANDHANBNK,0.7,167.0800018310547,52.17164186708803,164.55849838256836,169.04998077392577,0.5463380309071817,
ELGIEQUIP,0.7,500.3500061035156,54.35867047044644,481.27000122070314,517.1641156005859,5.131384544588437,
TTML,0.7,57.70000076293945,47.03352419355214,57.38800048828125,59.201800231933596,0.24909121585040495,
WOCKPHARMA,0.7,1505.699951171875,48.42348208562243,1485.934991455078,1568.9179931640624,10.514694202399479,
AKUMS,0.7,476.5,48.9862288065727,469.20250091552737,498.2840008544922,3.550483369872051,
AJANTPHARM,0.7,2544.60009765625,43.67665374166985,2556.330029296875,2644.2660107421875,2.195933651065527,
UTIAMC,0.7,1360.199951171875,54.8908064032123,1338.4900024414062,1355.1016137695312,3.2432743909907713,
ALKYLAMINE,0.7,2078.0,48.62806419732358,2063.205010986328,2143.1520141601563,7.579003961462789,
ALKEM,0.7,5541.5,70.87101245671106,5387.05,5186.43783203125,5.667217494621568,SMA20 > SMA50; RSI 70.9 high
APLLTD,0.7,959.0,50.10008899069413,951.9349975585938,970.1319140625,2.706844982763622,
360ONE,0.7,1080.800048828125,52.65813862287821,1061.9750061035156,1084.952001953125,7.170884746138549,
ADANIPOWER,0.7,141.8800048828125,76.74708888900093,124.66249961853028,120.65160018920898,1.015348403937646,SMA20 > SMA50; RSI 76.7 high
LINDEINDIA,0.7,6314.5,39.344070746168526,6425.0,6481.265146484375,0.08824004123269269,
LLOYDSME,0.7,1328.5,46.284654728227,1314.9650024414063,1399.2080004882812,8.379278346732704,
AWL,0.7,256.95001220703125,47.36220526565715,257.802498626709,260.93299743652346,0.11513363744510663,
AUBANK,0.7,718.7000122070312,47.837030632298514,716.1025024414063,739.4310021972656,2.572607935670492,
AIAENG,0.7,3074.89990234375,47.20004002711799,3065.2356201171874,3144.624375,12.414976507833593,
AARTIIND,0.7,393.20001220703125,52.24738643489288,385.9175003051758,400.7860375976563,2.401458329337215,
NETWEB,0.7,3279.39990234375,74.7947252034317,2716.535021972656,2313.6115649414064,20.773705261670955,SMA20 > SMA50; RSI 74.8 high
NTPCGREEN,0.7,104.02999877929688,50.72048452509225,103.57200050354004,104.92199996948243,0.1690970024183477,
NAVINFLUOR,0.7,4793.7998046875,47.13043687411566,4788.519970703125,4922.77998046875,18.018612668223593,
NH,0.7,1772.800048828125,45.89553574014612,1781.6450073242188,1848.0384423828125,5.215227300567101,
SRF,0.7,2937.199951171875,49.558710244938446,2913.42998046875,2983.600732421875,8.703140973249234,
SJVN,0.7,94.44999694824219,50.91760604881886,94.27638778686523,95.10244262695312,0.17398441263057463,
SCHNEIDER,0.7,891.3499755859375,52.29042760516451,874.8125,898.0579992675781,4.346363779132473,
MOTHERSON,0.7,109.08000183105469,71.63225506905557,99.64299964904785,98.60413299560547,1.4367046912684158,SMA20 > SMA50; RSI 71.6 high
SAMMAANCAP,0.7,143.2100067138672,70.24676651780942,132.55300102233886,128.20740020751953,0.6027005979166287,SMA20 > SMA50; RSI 70.2 high
GNFC,0.7,513.0,53.470653318864905,509.8190658569336,512.3926867675781,0.8022397976031922,
GMDCLTD,0.7,572.0499877929688,73.47458700246175,482.16737060546876,436.49781127929685,7.116360327733251,SMA20 > SMA50; RSI 73.5 high
GUJGASLTD,0.7,434.95001220703125,50.80279232285951,431.4004837036133,436.6443109130859,1.2958955739248448,
THERMAX,0.7,3307.60009765625,46.73622589857481,3290.339990234375,3451.765986328125,12.825465421621484,
GRAVITA,0.7,1661.4000244140625,43.05335709795436,1671.830010986328,1734.5160083007813,3.8637683425004106,
GRANULES,0.7,543.4000244140625,73.10351070041948,513.0349960327148,485.97448181152345,2.524432350127638,SMA20 > SMA50; RSI 73.1 high
GODREJAGRO,0.7,731.3499755859375,41.17183382235283,737.2874938964844,771.9866455078125,0.9773894976410418,
BERGEPAINT,0.7,531.5999755859375,44.11954977006631,536.864990234375,548.5748913574218,0.26146022697216154,
RAMCOCEM,0.7,1054.199951171875,46.06407372179624,1054.6500122070313,1103.024521484375,2.4039343475978185,
BAYERCROP,0.7,5347.0,50.84218744966497,5200.175,5690.012373046875,47.068723730401985,
DLF,0.7,777.7000122070312,54.460194247407294,761.9099945068359,780.8928588867187,4.7333384759664,
BAJAJHFL,0.7,114.58000183105469,54.325838213705296,112.95399971008301,114.92379989624024,0.5019178934754622,
FINCABLES,0.7,830.8499755859375,42.882206876508704,836.8698425292969,861.2935009765625,2.231337483524306,
ENGINERSIN,0.7,206.60000610351562,52.07646243434526,203.00687255859376,210.17477508544923,1.220806451256397,
ERIS,0.7,1639.5999755859375,29.248489233933938,1728.9549865722656,1745.1519995117187,-11.93547180357282,RSI 29.2 <30
RAINBOW,0.7,1418.9000244140625,27.759209535694225,1486.1250061035157,1514.827998046875,-6.964385231282403,RSI 27.8 <30
RPOWER,0.7,48.040000915527344,51.51484680241344,46.30200004577637,50.47359977722168,0.5845589385694947,
RAYMOND,0.7,620.5499877929688,47.299806103072285,615.8125,645.7139978027344,3.3772738720835527,
ITC,0.7,410.6499938964844,50.099612557330786,409.0499969482422,411.81,0.3484895676677615,
ROUTE,0.7,855.5999755859375,42.520457902406434,860.8683807373047,892.0735180664062,3.1824241273853,
ICICIPRULI,0.7,602.5499877929688,44.497861086753076,605.3174987792969,618.8010009765625,0.9139911477115508,
IIFL,0.7,454.04998779296875,52.967750530783974,442.3050003051758,468.00200134277344,2.867872532790125,
IRB,0.7,43.59000015258789,48.763114817660956,43.14547214508057,44.845126724243165,0.2798679269520645,
ICICIGI,0.7,1866.0,46.547384785131065,1864.259991455078,1904.1039965820312,5.3216462835878104,
HCLTECH,0.7,1467.4000244140625,47.900139357314806,1463.9050048828126,1487.5091015625,6.588536865884427,
